Product_Category,Region,Age_Group,Gender,Month,Sales_Amount,Units_Sold,Customer_Rating
Electronics,Asia-Pacific,18-24,Non-binary,April,819.76,100,1.5
Sports Equipment,Europe,45-54,Female,November,524.16,28,2.3
Electronics,Middle East,55-64,Non-binary,October,82.61,9,3.6
Home Appliances,Middle East,65+,Female,March,660.9,61,3.3
Home Appliances,Latin America,45-54,Female,October,362.94,60,3.3
Books,Asia-Pacific,65+,Female,August,180.08,46,4.3
Electronics,Middle East,25-34,Non-binary,February,815.1,75,1.7
Electronics,Asia-Pacific,35-44,Non-binary,February,251.97,44,4.4
Books,North America,55-64,Female,May,593.42,58,1.1
Sports Equipment,Asia-Pacific,55-64,Non-binary,April,339.39,69,4.5
Home Appliances,Asia-Pacific,35-44,Female,January,569.44,17,2.7
Clothing,Middle East,55-64,Female,October,999.91,62,1.1
Home Appliances,North America,25-34,Non-binary,April,776.29,22,2.4
Clothing,North America,25-34,Non-binary,October,542.13,9,2.9
Clothing,Asia-Pacific,25-34,Non-binary,May,568.01,64,4.1
Home Appliances,Africa,65+,Male,February,418.75,51,2.3
Books,Asia-Pacific,55-64,Non-binary,September,642.56,59,2.9
Books,Europe,35-44,Non-binary,October,300.22,36,4.5
Home Appliances,Middle East,25-34,Male,December,432.65,56,1.1
Sports Equipment,Middle East,25-34,Male,June,670.04,54,4.4
Electronics,Middle East,55-64,Non-binary,July,60.75,2,4.5
Clothing,Europe,18-24,Male,April,879.71,49,2.1
Clothing,North America,18-24,Non-binary,March,380.84,21,1.6
Home Appliances,Asia-Pacific,18-24,Female,January,201.09,86,3.0
Sports Equipment,Latin America,18-24,Non-binary,February,176.7,49,2.1
Clothing,Asia-Pacific,65+,Male,May,565.85,6,4.2
Sports Equipment,Europe,25-34,Non-binary,November,370.43,74,1.4
Electronics,North America,18-24,Female,August,471.66,73,4.6
Clothing,North America,55-64,Female,October,847.35,5,1.9
Books,Middle East,18-24,Non-binary,August,183.38,48,1.2
Electronics,Middle East,45-54,Non-binary,November,214.3,62,1.7
Home Appliances,Asia-Pacific,18-24,Male,October,171.78,21,3.6
Electronics,Europe,35-44,Female,May,935.64,69,2.5
Books,Europe,18-24,Female,July,34.33,75,3.4
Home Appliances,Africa,65+,Female,September,451.55,98,3.1
Clothing,Middle East,35-44,Non-binary,July,729.89,78,3.0
Sports Equipment,Asia-Pacific,35-44,Non-binary,May,350.16,42,1.6
Sports Equipment,Latin America,25-34,Male,May,823.22,6,3.1
Home Appliances,Latin America,45-54,Non-binary,April,730.09,39,3.5
Electronics,Asia-Pacific,25-34,Non-binary,November,315.73,59,4.7
Books,Europe,25-34,Male,June,342.92,82,3.3
Sports Equipment,Europe,65+,Female,September,62.14,88,2.1
Sports Equipment,Asia-Pacific,55-64,Non-binary,August,497.25,48,1.2
Sports Equipment,North America,18-24,Male,February,556.67,12,1.1
Electronics,Middle East,55-64,Male,March,746.35,61,1.5
Books,Europe,45-54,Male,November,359.15,56,2.3
Home Appliances,Latin America,18-24,Non-binary,July,963.58,4,1.9
Clothing,Latin America,25-34,Female,May,37.63,27,4.6
Sports Equipment,Asia-Pacific,35-44,Male,June,136.71,68,3.0
Clothing,Asia-Pacific,25-34,Female,September,519.11,5,3.1
Sports Equipment,Middle East,25-34,Male,October,370.75,53,2.1
Clothing,Latin America,65+,Non-binary,April,384.27,20,1.5
Beauty Products,Latin America,45-54,Non-binary,May,98.07,54,4.4
Beauty Products,Middle East,65+,Male,September,574.15,94,2.4
Electronics,Asia-Pacific,18-24,Non-binary,January,87.78,64,4.7
Clothing,Latin America,65+,Male,December,103.52,5,2.1
Sports Equipment,Africa,55-64,Female,May,672.12,45,4.4
Home Appliances,Latin America,25-34,Male,May,353.28,14,3.6
Beauty Products,North America,55-64,Female,August,596.87,81,1.4
Books,Middle East,18-24,Female,June,899.71,67,1.9
Beauty Products,North America,45-54,Non-binary,August,251.67,4,2.5
Clothing,Asia-Pacific,35-44,Female,May,509.07,10,1.2
Books,Asia-Pacific,65+,Non-binary,November,26.11,33,4.8
Home Appliances,Asia-Pacific,65+,Non-binary,November,615.8,98,4.9
Home Appliances,Africa,45-54,Non-binary,March,846.48,28,4.3
Books,Middle East,25-34,Male,January,182.48,88,2.3
Beauty Products,Europe,45-54,Female,July,980.37,91,5.0
Clothing,Europe,55-64,Male,July,967.16,15,3.6
Sports Equipment,Asia-Pacific,25-34,Non-binary,December,606.46,10,2.9
Electronics,Africa,45-54,Non-binary,May,684.39,98,1.2
Sports Equipment,Asia-Pacific,65+,Non-binary,September,679.28,11,4.5
Beauty Products,Europe,25-34,Non-binary,April,74.15,14,1.4
Books,Asia-Pacific,35-44,Female,August,407.76,13,1.6
Books,Latin America,65+,Female,August,160.31,33,3.4
Home Appliances,North America,18-24,Male,July,413.94,73,4.8
Sports Equipment,Latin America,45-54,Female,November,56.34,80,3.1
Clothing,Africa,65+,Female,February,726.49,75,3.4
Home Appliances,Latin America,45-54,Male,September,627.09,59,4.4
Sports Equipment,Europe,35-44,Female,May,870.22,33,1.7
Home Appliances,Africa,25-34,Non-binary,January,826.5,24,4.4
Beauty Products,Africa,45-54,Male,May,73.01,30,2.8
Clothing,Asia-Pacific,25-34,Non-binary,January,794.38,35,2.5
Beauty Products,Latin America,55-64,Male,February,875.18,18,4.4
Beauty Products,Latin America,35-44,Female,February,795.71,76,1.4
Home Appliances,Africa,18-24,Non-binary,April,624.1,8,2.3
Electronics,Europe,25-34,Male,September,171.89,42,4.1
Beauty Products,North America,18-24,Non-binary,August,254.64,96,2.1
Sports Equipment,Latin America,35-44,Female,March,615.07,53,1.9
Clothing,Middle East,18-24,Male,January,982.23,38,4.3
Sports Equipment,Africa,35-44,Female,January,729.11,71,4.3
Beauty Products,Asia-Pacific,65+,Male,July,979.4,47,3.1
Clothing,North America,25-34,Non-binary,November,226.8,29,2.4
Books,Asia-Pacific,45-54,Male,July,536.66,39,3.0
Electronics,Middle East,55-64,Female,May,688.27,55,2.9
Sports Equipment,Europe,65+,Male,April,509.6,41,1.6
Home Appliances,Europe,55-64,Female,January,872.31,71,3.6
Beauty Products,Latin America,65+,Male,August,535.01,56,4.4
Books,Latin America,35-44,Male,June,943.67,88,2.3
Electronics,Africa,55-64,Female,August,85.69,70,3.3
Sports Equipment,Africa,25-34,Non-binary,March,279.37,16,1.9
Beauty Products,Middle East,25-34,Male,May,674.46,87,1.3
Sports Equipment,Europe,55-64,Male,July,960.3,61,2.8
Electronics,North America,35-44,Female,February,863.23,7,2.0
Home Appliances,Latin America,18-24,Male,August,949.06,18,2.5
Electronics,Asia-Pacific,55-64,Non-binary,May,652.75,92,2.5
Electronics,Africa,35-44,Female,August,866.42,17,4.6
Sports Equipment,Asia-Pacific,18-24,Male,September,837.46,5,4.5
Home Appliances,Latin America,65+,Female,March,729.06,93,2.7
Sports Equipment,North America,55-64,Male,February,810.9,38,4.8
Beauty Products,Middle East,25-34,Male,August,352.83,13,3.5
Electronics,Middle East,45-54,Non-binary,September,750.93,98,2.6
Books,Latin America,65+,Male,May,62.53,12,4.8
Beauty Products,Europe,25-34,Female,June,97.05,25,2.8
Clothing,Europe,65+,Non-binary,May,560.93,12,3.4
Books,Latin America,35-44,Female,February,601.3,51,3.4
Books,Latin America,35-44,Non-binary,August,778.28,88,4.0
Electronics,North America,25-34,Female,November,444.34,29,4.2
Clothing,Latin America,65+,Non-binary,June,963.8,85,1.6
Electronics,Africa,35-44,Female,January,552.7,27,4.5
Clothing,North America,18-24,Non-binary,September,432.97,63,4.1
Books,North America,65+,Female,December,909.31,28,4.1
Beauty Products,Africa,25-34,Female,June,298.72,75,1.9
Sports Equipment,Latin America,35-44,Male,August,362.66,34,4.1
Sports Equipment,Africa,55-64,Female,March,494.07,43,3.4
Books,Asia-Pacific,65+,Female,January,600.95,4,2.2
Sports Equipment,Middle East,25-34,Non-binary,October,120.42,52,4.9
Home Appliances,Middle East,45-54,Non-binary,July,383.91,6,2.8
Home Appliances,Middle East,35-44,Male,May,672.92,78,2.5
Clothing,Middle East,45-54,Male,June,276.91,42,2.5
Clothing,Europe,35-44,Non-binary,July,706.78,100,4.0
Sports Equipment,Latin America,45-54,Non-binary,May,552.42,68,4.3
Home Appliances,Africa,45-54,Female,October,379.1,56,1.2
Electronics,Middle East,45-54,Non-binary,December,36.97,100,3.0
Clothing,Asia-Pacific,18-24,Non-binary,September,535.5,27,1.9
Beauty Products,Middle East,18-24,Female,May,635.65,81,3.6
Electronics,Europe,18-24,Non-binary,February,293.8,34,3.8
Books,Latin America,65+,Male,February,209.96,35,3.2
Sports Equipment,Latin America,65+,Female,June,452.67,33,3.0
Electronics,North America,25-34,Female,October,135.84,54,1.3
Home Appliances,Europe,25-34,Male,May,50.31,21,4.1
Clothing,Africa,45-54,Female,July,369.09,95,3.8
Home Appliances,Asia-Pacific,65+,Male,March,481.48,78,2.8
Electronics,Asia-Pacific,65+,Male,November,267.85,10,4.7
Electronics,Middle East,25-34,Non-binary,June,67.28,91,1.5
Electronics,Latin America,25-34,Non-binary,January,118.73,42,3.3
Electronics,Middle East,18-24,Female,September,171.17,43,1.7
Beauty Products,Europe,25-34,Non-binary,July,319.73,17,3.3
Electronics,Asia-Pacific,65+,Non-binary,December,382.99,65,1.9
Electronics,Asia-Pacific,25-34,Male,March,127.27,58,4.6
Electronics,Asia-Pacific,35-44,Female,July,441.83,59,1.9
Beauty Products,Middle East,35-44,Female,June,728.08,80,3.9
Home Appliances,Latin America,65+,Female,June,391.0,38,2.2
Electronics,Africa,65+,Female,July,659.7,38,2.6
Books,Asia-Pacific,18-24,Male,August,569.85,57,1.5
Clothing,Africa,65+,Male,August,343.56,28,1.4
Books,Latin America,25-34,Non-binary,June,266.4,63,3.5
Electronics,North America,55-64,Non-binary,April,622.43,43,2.5
Home Appliances,Latin America,65+,Non-binary,October,97.2,37,3.5
Clothing,Latin America,35-44,Female,November,989.46,50,3.6
Books,North America,55-64,Non-binary,May,647.88,30,4.7
Books,North America,45-54,Male,June,374.67,38,3.4
Books,North America,45-54,Male,July,436.65,80,3.8
Electronics,Asia-Pacific,18-24,Non-binary,December,496.34,96,4.5
Books,Latin America,65+,Female,May,948.4,25,1.5
Clothing,Latin America,35-44,Male,October,407.16,100,1.6
Electronics,Middle East,35-44,Non-binary,August,451.42,33,4.9
Electronics,Asia-Pacific,45-54,Male,February,292.96,90,3.3
Sports Equipment,Middle East,35-44,Female,February,689.28,14,1.5
Clothing,Africa,55-64,Male,July,306.11,6,2.2
Clothing,Latin America,25-34,Male,August,742.74,27,1.3
Books,Africa,25-34,Non-binary,May,669.98,48,4.6
Home Appliances,Europe,65+,Male,February,21.32,47,3.9
Electronics,Asia-Pacific,25-34,Male,November,970.47,29,1.8
Electronics,Asia-Pacific,55-64,Female,June,16.01,40,2.4
Home Appliances,Europe,18-24,Non-binary,May,769.73,27,2.6
Beauty Products,Asia-Pacific,18-24,Female,November,743.2,38,3.9
Electronics,Europe,25-34,Female,December,451.53,60,3.9
Beauty Products,Middle East,65+,Female,July,788.23,90,3.0
Clothing,Asia-Pacific,55-64,Non-binary,November,299.88,99,4.8
Clothing,Latin America,45-54,Female,March,471.12,23,3.3
Books,Middle East,65+,Non-binary,June,787.25,85,2.6
Home Appliances,Europe,25-34,Non-binary,August,908.62,12,1.0
Electronics,Latin America,35-44,Female,November,92.16,13,2.0
Beauty Products,Africa,45-54,Non-binary,March,377.01,7,1.1
Sports Equipment,Latin America,35-44,Female,January,835.31,56,1.8
Books,Africa,45-54,Female,December,670.92,17,4.3
Clothing,North America,65+,Female,February,243.62,41,1.8
Clothing,North America,35-44,Non-binary,June,493.18,52,2.6
Electronics,Europe,45-54,Male,July,557.12,7,2.8
Home Appliances,Middle East,45-54,Female,April,964.49,28,1.3
Books,Asia-Pacific,35-44,Male,June,390.92,81,2.2
Sports Equipment,Latin America,55-64,Non-binary,August,279.71,3,4.0
Home Appliances,Asia-Pacific,65+,Male,December,898.42,50,1.1
Electronics,Middle East,35-44,Male,September,675.37,1,2.8
Home Appliances,Europe,25-34,Non-binary,October,23.02,21,3.8
Books,Europe,25-34,Non-binary,October,263.29,81,1.8
Home Appliances,Europe,55-64,Non-binary,October,696.99,19,3.7
Clothing,Middle East,18-24,Female,October,860.79,39,1.0
Beauty Products,Africa,55-64,Non-binary,October,45.72,18,4.4
Electronics,Asia-Pacific,65+,Male,November,334.77,72,3.1
Home Appliances,North America,45-54,Male,December,569.07,14,3.6
Sports Equipment,North America,18-24,Female,April,983.54,46,4.7
Beauty Products,Europe,25-34,Non-binary,May,869.34,64,3.2
Clothing,Europe,35-44,Male,December,304.54,87,5.0
Home Appliances,Asia-Pacific,45-54,Male,March,243.05,61,3.0
Beauty Products,Latin America,55-64,Female,June,27.41,40,4.3
Sports Equipment,Latin America,45-54,Female,August,236.87,12,3.0
Beauty Products,North America,35-44,Male,January,90.2,59,2.6
Electronics,Latin America,45-54,Male,March,968.2,70,1.7
Home Appliances,Latin America,18-24,Female,October,79.65,79,1.5
Home Appliances,Africa,45-54,Male,November,128.79,30,4.1
Sports Equipment,Europe,18-24,Male,March,792.16,65,3.9
Electronics,Africa,25-34,Non-binary,August,914.7,1,1.3
Clothing,Latin America,45-54,Female,May,76.6,99,4.9
Electronics,Latin America,45-54,Male,April,794.14,37,2.7
Clothing,Europe,65+,Non-binary,August,770.09,8,3.6
Beauty Products,Asia-Pacific,55-64,Female,September,358.27,24,2.7
Home Appliances,Middle East,25-34,Non-binary,November,662.31,37,3.3
Books,Middle East,45-54,Non-binary,October,997.11,62,1.1
Clothing,Asia-Pacific,65+,Female,May,16.43,63,1.2
Home Appliances,North America,18-24,Male,June,879.3,26,1.4
Electronics,North America,45-54,Male,May,522.68,47,1.5
Home Appliances,Latin America,55-64,Female,February,410.29,37,2.2
Sports Equipment,Asia-Pacific,55-64,Male,September,816.06,12,5.0
Home Appliances,Latin America,65+,Non-binary,August,376.99,4,1.4
Beauty Products,Middle East,65+,Male,September,516.08,88,3.7
Electronics,Middle East,18-24,Male,October,179.98,77,4.8
Beauty Products,Latin America,18-24,Non-binary,January,494.11,91,3.0
Clothing,North America,65+,Male,March,614.45,22,4.5
Electronics,Europe,45-54,Male,July,353.72,93,2.8
Beauty Products,Europe,25-34,Non-binary,November,524.54,63,2.8
Books,Latin America,18-24,Male,April,398.48,24,2.8
Beauty Products,Europe,65+,Male,July,700.63,32,3.9
Clothing,Middle East,25-34,Non-binary,September,340.52,67,3.4
Electronics,Africa,65+,Male,January,713.73,65,4.4
Clothing,Africa,25-34,Female,October,719.48,67,2.4
Electronics,Europe,45-54,Male,September,527.04,55,1.0
Sports Equipment,Middle East,65+,Non-binary,September,229.98,98,4.8
Home Appliances,Latin America,25-34,Female,November,121.5,73,2.1
Electronics,Africa,35-44,Non-binary,December,633.52,81,2.3
Beauty Products,Africa,65+,Non-binary,December,637.47,43,1.4
Sports Equipment,Europe,18-24,Male,June,705.7,77,3.6
Books,Africa,18-24,Female,January,401.93,98,3.7
Books,Asia-Pacific,55-64,Female,December,636.02,3,1.8
Home Appliances,North America,45-54,Female,November,313.58,98,4.3
Books,Africa,65+,Female,February,217.26,77,1.7
Home Appliances,Latin America,45-54,Female,June,541.38,35,2.4
Beauty Products,Europe,25-34,Non-binary,October,936.85,32,1.5
Books,Africa,65+,Male,November,770.34,96,2.3
Beauty Products,Europe,45-54,Male,March,438.15,60,1.7
Books,North America,18-24,Female,May,617.82,29,1.4
Sports Equipment,North America,35-44,Non-binary,February,120.81,37,4.1
Books,Middle East,55-64,Male,November,12.61,5,3.5
Sports Equipment,North America,55-64,Non-binary,September,531.13,69,3.1
Electronics,North America,35-44,Female,April,306.36,15,4.7
Sports Equipment,Europe,45-54,Female,May,488.52,15,3.9
Books,North America,65+,Male,February,485.83,25,1.5
Clothing,Africa,65+,Male,December,507.95,13,1.6
Sports Equipment,Latin America,35-44,Non-binary,May,420.08,70,3.4
Sports Equipment,North America,55-64,Female,November,112.57,68,1.3
Beauty Products,Africa,45-54,Female,September,474.11,1,1.6
Electronics,Africa,45-54,Non-binary,October,953.37,6,2.8
Home Appliances,Asia-Pacific,65+,Female,March,456.8,11,1.1
Beauty Products,Middle East,18-24,Male,May,854.0,6,4.4
Beauty Products,Latin America,25-34,Female,June,131.11,4,4.5
Electronics,Asia-Pacific,18-24,Male,October,210.57,27,3.1
Books,Asia-Pacific,65+,Non-binary,May,121.98,19,4.4
Home Appliances,Africa,55-64,Non-binary,June,268.85,68,3.3
Beauty Products,Latin America,18-24,Male,November,18.72,14,4.2
Home Appliances,Latin America,18-24,Female,August,429.87,70,4.6
Books,Latin America,65+,Female,December,609.47,47,2.9
Home Appliances,Europe,65+,Female,January,689.71,62,3.6
Home Appliances,North America,45-54,Female,March,15.84,94,3.3
Home Appliances,Africa,25-34,Non-binary,April,95.81,46,2.8
Sports Equipment,Latin America,25-34,Male,March,304.38,57,4.5
Home Appliances,Europe,18-24,Non-binary,September,901.55,93,4.8
Home Appliances,Europe,65+,Female,April,712.61,89,2.1
Home Appliances,North America,25-34,Non-binary,December,255.24,50,5.0
Sports Equipment,Africa,65+,Non-binary,July,35.26,47,1.8
Sports Equipment,Latin America,45-54,Non-binary,October,940.25,6,3.0
Sports Equipment,Asia-Pacific,35-44,Male,July,431.17,80,3.3
Sports Equipment,Asia-Pacific,18-24,Female,August,75.41,82,3.2
Sports Equipment,Latin America,65+,Male,April,162.76,58,4.8
Books,Asia-Pacific,45-54,Female,February,947.88,80,1.1
Home Appliances,Middle East,55-64,Male,September,268.28,46,4.5
Books,Middle East,55-64,Female,January,166.2,13,2.4
Electronics,Asia-Pacific,65+,Female,February,54.97,64,4.5
Home Appliances,Asia-Pacific,25-34,Male,December,346.68,13,4.5
Sports Equipment,North America,18-24,Non-binary,February,713.94,47,1.5
Home Appliances,Middle East,45-54,Non-binary,August,664.7,60,3.9
Sports Equipment,North America,18-24,Non-binary,August,461.95,17,4.2
Sports Equipment,Middle East,25-34,Female,March,573.32,61,3.8
Books,North America,55-64,Male,August,80.6,94,3.0
Home Appliances,Latin America,45-54,Male,September,104.35,23,1.6
Electronics,Latin America,65+,Female,July,98.39,64,2.8
Home Appliances,Latin America,55-64,Non-binary,August,861.01,31,3.9
Sports Equipment,Middle East,45-54,Non-binary,November,314.75,56,3.6
Clothing,Asia-Pacific,45-54,Non-binary,April,257.02,47,2.9
Beauty Products,Middle East,35-44,Male,January,856.99,52,1.9
Clothing,North America,55-64,Female,September,312.3,73,2.0
Sports Equipment,North America,18-24,Female,June,185.14,71,4.8
Electronics,Middle East,65+,Female,April,466.94,6,3.2
Home Appliances,North America,45-54,Male,June,279.92,31,2.8
Home Appliances,Asia-Pacific,25-34,Male,April,931.53,9,2.5
Electronics,Middle East,65+,Female,April,838.37,55,4.0
Clothing,Africa,45-54,Female,March,328.21,44,3.9
Electronics,North America,25-34,Non-binary,March,276.21,45,3.8
Beauty Products,Europe,18-24,Female,May,776.75,23,2.9
Electronics,Latin America,18-24,Female,June,837.35,57,5.0
Home Appliances,Europe,25-34,Male,February,331.42,98,1.3
Beauty Products,Asia-Pacific,18-24,Non-binary,December,359.97,8,4.4
Sports Equipment,Africa,35-44,Female,December,118.04,32,4.9
Beauty Products,North America,45-54,Male,October,906.85,2,3.3
Beauty Products,Middle East,35-44,Non-binary,September,778.94,16,2.4
Sports Equipment,Europe,18-24,Male,December,221.42,89,2.6
Electronics,North America,45-54,Female,December,973.76,44,3.6
Clothing,Middle East,65+,Female,July,633.06,52,4.9
Home Appliances,Latin America,65+,Female,January,642.12,49,3.2
Books,Middle East,18-24,Non-binary,September,568.6,56,2.0
Home Appliances,Middle East,65+,Non-binary,April,468.04,70,3.4
